county,precinct,office,district,candidate,party,votes,early_voting,election_day,mail
San Benito,9240004,Registered Voters,,,,23,,,
San Benito,9265000,Registered Voters,,,,1288,,,
San Benito,5135101,Ballots Cast,,,,21,3,0,18
San Benito,5135103,Ballots Cast,,,,0,0,0,0
San Benito,5145001,Ballots Cast,,,,447,12,16,419
San Benito,5145004,Ballots Cast,,,,5,0,0,5
San Benito,5185003,Ballots Cast,,,,17,0,1,16
San Benito,5235214,Ballots Cast,,,,115,1,3,111
San Benito,5235322,Ballots Cast,,,,186,9,19,158
San Benito,5280002,Ballots Cast,,,,44,0,2,42
San Benito,5280007,Ballots Cast,,,,150,5,4,141
San Benito,5335111,Ballots Cast,,,,329,15,20,294
San Benito,5335159,Ballots Cast,,,,56,2,6,48
San Benito,5335213,Ballots Cast,,,,1460,48,92,1320
San Benito,5335262,Ballots Cast,,,,290,11,22,257
San Benito,5335330,Ballots Cast,,,,1006,19,57,930
San Benito,5335348,Ballots Cast,,,,540,23,33,484
San Benito,5395002,Ballots Cast,,,,21,0,1,20
San Benito,5530011,Ballots Cast,,,,9,0,3,6
San Benito,5535105,Ballots Cast,,,,902,39,67,796
San Benito,5535154,Ballots Cast,,,,256,10,16,230
San Benito,5535212,Ballots Cast,,,,1364,36,87,1241
San Benito,5535228,Ballots Cast,,,,560,21,37,502
San Benito,5585001,Ballots Cast,,,,154,7,4,143
San Benito,5585002,Ballots Cast,,,,12,0,0,12
San Benito,6135425,Ballots Cast,,,,857,27,36,794
San Benito,6220003,Ballots Cast,,,,21,2,0,19
San Benito,6235426,Ballots Cast,,,,1073,39,57,977
San Benito,6235463,Ballots Cast,,,,0,0,0,0
San Benito,6280001,Ballots Cast,,,,121,0,5,116
San Benito,6410000,Ballots Cast,,,,61,0,1,60
San Benito,6420002,Ballots Cast,,,,1147,42,50,1055
San Benito,6435438,Ballots Cast,,,,1236,41,69,1126
San Benito,6435458,Ballots Cast,,,,878,23,54,801
San Benito,6458001,Ballots Cast,,,,1523,72,75,1376
San Benito,6475001,Ballots Cast,,,,1792,52,59,1681
San Benito,6480005,Ballots Cast,,,,40,0,1,39
San Benito,7130001,Ballots Cast,,,,1584,52,88,1444
San Benito,7130002,Ballots Cast,,,,1569,64,78,1427
San Benito,7130018,Ballots Cast,,,,35,2,2,31
San Benito,7135106,Ballots Cast,,,,255,12,9,234
San Benito,7135109,Ballots Cast,,,,1209,49,65,1095
San Benito,7135317,Ballots Cast,,,,56,1,3,52
San Benito,7135318,Ballots Cast,,,,218,3,12,203
San Benito,7135423,Ballots Cast,,,,643,29,46,568
San Benito,7235320,Ballots Cast,,,,343,16,33,294
San Benito,7235321,Ballots Cast,,,,552,26,24,502
San Benito,7335315,Ballots Cast,,,,403,10,23,370
San Benito,7335316,Ballots Cast,,,,1068,45,60,963
San Benito,7335319,Ballots Cast,,,,33,0,1,32
San Benito,7535136,Ballots Cast,,,,1246,42,82,1122
San Benito,9205001,Ballots Cast,,,,689,11,24,654
San Benito,9235255,Ballots Cast,,,,0,0,0,0
San Benito,9240001,Ballots Cast,,,,1448,53,121,1274
San Benito,9240004,Ballots Cast,,,,19,2,2,15
San Benito,9265000,Ballots Cast,,,,1144,59,105,980
San Benito,5135101,President,,Joseph R. Biden,DEM,13,****,0,11
San Benito,5135103,President,,Joseph R. Biden,DEM,0,0,0,0
San Benito,5145001,President,,Joseph R. Biden,DEM,235,3,7,225
San Benito,5145004,President,,Joseph R. Biden,DEM,2,0,0,2
San Benito,5185003,President,,Joseph R. Biden,DEM,9,0,****,8
San Benito,5235214,President,,Joseph R. Biden,DEM,64,****,****,63
San Benito,5235322,President,,Joseph R. Biden,DEM,109,3,8,98
San Benito,5280002,President,,Joseph R. Biden,DEM,35,0,****,33
San Benito,5280007,President,,Joseph R. Biden,DEM,71,5,****,65
San Benito,5335111,President,,Joseph R. Biden,DEM,212,7,8,197
San Benito,5335159,President,,Joseph R. Biden,DEM,37,****,1,36
San Benito,5335213,President,,Joseph R. Biden,DEM,1001,28,44,929
San Benito,5335262,President,,Joseph R. Biden,DEM,188,3,13,172
San Benito,5335330,President,,Joseph R. Biden,DEM,554,7,22,525
San Benito,5335348,President,,Joseph R. Biden,DEM,386,15,20,351
San Benito,5395002,President,,Joseph R. Biden,DEM,12,0,****,11
San Benito,5530011,President,,Joseph R. Biden,DEM,4,0,****,4
San Benito,5535105,President,,Joseph R. Biden,DEM,641,21,40,580
San Benito,5535154,President,,Joseph R. Biden,DEM,191,5,14,172
San Benito,5535212,President,,Joseph R. Biden,DEM,1089,19,56,1014
San Benito,5535228,President,,Joseph R. Biden,DEM,438,17,21,400
San Benito,5585001,President,,Joseph R. Biden,DEM,106,3,****,101
San Benito,5585002,President,,Joseph R. Biden,DEM,11,0,0,11
San Benito,6135425,President,,Joseph R. Biden,DEM,505,9,10,486
San Benito,6220003,President,,Joseph R. Biden,DEM,9,****,0,9
San Benito,6235426,President,,Joseph R. Biden,DEM,670,12,23,635
San Benito,6235463,President,,Joseph R. Biden,DEM,0,0,0,0
San Benito,6280001,President,,Joseph R. Biden,DEM,78,0,2,76
San Benito,6410000,President,,Joseph R. Biden,DEM,8,0,****,8
San Benito,6420002,President,,Joseph R. Biden,DEM,553,6,10,537
San Benito,6435438,President,,Joseph R. Biden,DEM,747,13,29,705
San Benito,6435458,President,,Joseph R. Biden,DEM,549,9,23,517
San Benito,6458001,President,,Joseph R. Biden,DEM,766,13,28,725
San Benito,6475001,President,,Joseph R. Biden,DEM,772,16,15,741
San Benito,6480005,President,,Joseph R. Biden,DEM,26,0,****,25
San Benito,7130001,President,,Joseph R. Biden,DEM,889,9,44,836
San Benito,7130002,President,,Joseph R. Biden,DEM,670,17,28,625
San Benito,7130018,President,,Joseph R. Biden,DEM,26,****,****,24
San Benito,7135106,President,,Joseph R. Biden,DEM,161,3,3,155
San Benito,7135109,President,,Joseph R. Biden,DEM,797,22,42,733
San Benito,7135317,President,,Joseph R. Biden,DEM,37,****,****,33
San Benito,7135318,President,,Joseph R. Biden,DEM,128,****,8,119
San Benito,7135423,President,,Joseph R. Biden,DEM,383,8,13,362
San Benito,7235320,President,,Joseph R. Biden,DEM,211,11,13,187
San Benito,7235321,President,,Joseph R. Biden,DEM,304,10,8,286
San Benito,7335315,President,,Joseph R. Biden,DEM,299,6,15,278
San Benito,7335316,President,,Joseph R. Biden,DEM,652,13,23,616
San Benito,7335319,President,,Joseph R. Biden,DEM,25,0,****,25
San Benito,7535136,President,,Joseph R. Biden,DEM,960,22,58,880
San Benito,9205001,President,,Joseph R. Biden,DEM,488,3,12,473
San Benito,9235255,President,,Joseph R. Biden,DEM,0,0,0,0
San Benito,9240001,President,,Joseph R. Biden,DEM,731,13,39,679
San Benito,9240004,President,,Joseph R. Biden,DEM,4,****,****,3
San Benito,9265000,President,,Joseph R. Biden,DEM,772,23,58,691
San Benito,5135101,President,,Donald J. Trump,REP,6,****,0,6
San Benito,5135103,President,,Donald J. Trump,REP,0,0,0,0
San Benito,5145001,President,,Donald J. Trump,REP,200,9,9,182
San Benito,5145004,President,,Donald J. Trump,REP,3,0,0,3
San Benito,5185003,President,,Donald J. Trump,REP,8,0,****,8
San Benito,5235214,President,,Donald J. Trump,REP,44,****,****,42
San Benito,5235322,President,,Donald J. Trump,REP,68,5,11,52
San Benito,5280002,President,,Donald J. Trump,REP,7,0,****,7
San Benito,5280007,President,,Donald J. Trump,REP,73,0,****,70
San Benito,5335111,President,,Donald J. Trump,REP,106,7,11,88
San Benito,5335159,President,,Donald J. Trump,REP,17,****,4,11
San Benito,5335213,President,,Donald J. Trump,REP,401,19,46,336
San Benito,5335262,President,,Donald J. Trump,REP,87,7,8,72
San Benito,5335330,President,,Donald J. Trump,REP,414,12,33,369
San Benito,5335348,President,,Donald J. Trump,REP,122,8,12,102
San Benito,5395002,President,,Donald J. Trump,REP,9,0,****,9
San Benito,5530011,President,,Donald J. Trump,REP,4,0,****,1
San Benito,5535105,President,,Donald J. Trump,REP,228,17,23,188
San Benito,5535154,President,,Donald J. Trump,REP,53,5,2,46
San Benito,5535212,President,,Donald J. Trump,REP,232,16,25,191
San Benito,5535228,President,,Donald J. Trump,REP,106,4,14,88
San Benito,5585001,President,,Donald J. Trump,REP,43,3,****,38
San Benito,5585002,President,,Donald J. Trump,REP,1,0,0,1
San Benito,6135425,President,,Donald J. Trump,REP,328,18,24,286
San Benito,6220003,President,,Donald J. Trump,REP,11,****,0,9
San Benito,6235426,President,,Donald J. Trump,REP,367,27,33,307
San Benito,6235463,President,,Donald J. Trump,REP,0,0,0,0
San Benito,6280001,President,,Donald J. Trump,REP,36,0,3,33
San Benito,6410000,President,,Donald J. Trump,REP,52,0,****,51
San Benito,6420002,President,,Donald J. Trump,REP,545,31,36,478
San Benito,6435438,President,,Donald J. Trump,REP,435,27,37,371
San Benito,6435458,President,,Donald J. Trump,REP,304,14,31,259
San Benito,6458001,President,,Donald J. Trump,REP,731,59,44,628
San Benito,6475001,President,,Donald J. Trump,REP,959,36,41,882
San Benito,6480005,President,,Donald J. Trump,REP,14,0,****,14
San Benito,7130001,President,,Donald J. Trump,REP,653,42,43,568
San Benito,7130002,President,,Donald J. Trump,REP,848,46,49,753
San Benito,7130018,President,,Donald J. Trump,REP,9,****,****,7
San Benito,7135106,President,,Donald J. Trump,REP,86,9,6,71
San Benito,7135109,President,,Donald J. Trump,REP,368,25,21,322
San Benito,7135317,President,,Donald J. Trump,REP,16,****,****,16
San Benito,7135318,President,,Donald J. Trump,REP,81,****,4,76
San Benito,7135423,President,,Donald J. Trump,REP,238,21,30,187
San Benito,7235320,President,,Donald J. Trump,REP,113,5,18,90
San Benito,7235321,President,,Donald J. Trump,REP,232,16,15,201
San Benito,7335315,President,,Donald J. Trump,REP,90,2,6,82
San Benito,7335316,President,,Donald J. Trump,REP,384,32,35,317
San Benito,7335319,President,,Donald J. Trump,REP,7,0,****,6
San Benito,7535136,President,,Donald J. Trump,REP,255,19,21,215
San Benito,9205001,President,,Donald J. Trump,REP,181,8,12,161
San Benito,9235255,President,,Donald J. Trump,REP,0,0,0,0
San Benito,9240001,President,,Donald J. Trump,REP,671,38,78,555
San Benito,9240004,President,,Donald J. Trump,REP,15,****,****,12
San Benito,9265000,President,,Donald J. Trump,REP,329,35,38,256
San Benito,5135101,President,,Gloria LaRiva,PF,0,****,0,0
San Benito,5135103,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,5145001,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,5145004,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,5185003,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,5235214,President,,Gloria LaRiva,PF,0,****,****,0
San Benito,5235322,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,5280002,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,5280007,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,5335111,President,,Gloria LaRiva,PF,3,1,0,2
San Benito,5335159,President,,Gloria LaRiva,PF,0,****,0,0
San Benito,5335213,President,,Gloria LaRiva,PF,11,1,1,9
San Benito,5335262,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,5335330,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,5335348,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,5395002,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,5530011,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,5535105,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,5535154,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,5535212,President,,Gloria LaRiva,PF,3,0,0,3
San Benito,5535228,President,,Gloria LaRiva,PF,5,0,0,5
San Benito,5585001,President,,Gloria LaRiva,PF,2,0,****,2
San Benito,5585002,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,6135425,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,6220003,President,,Gloria LaRiva,PF,0,****,0,0
San Benito,6235426,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,6235463,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,6280001,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,6410000,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,6420002,President,,Gloria LaRiva,PF,2,1,0,1
San Benito,6435438,President,,Gloria LaRiva,PF,4,0,0,4
San Benito,6435458,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,6458001,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,6475001,President,,Gloria LaRiva,PF,6,0,2,4
San Benito,6480005,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,7130001,President,,Gloria LaRiva,PF,3,0,0,3
San Benito,7130002,President,,Gloria LaRiva,PF,3,0,0,3
San Benito,7130018,President,,Gloria LaRiva,PF,0,****,****,0
San Benito,7135106,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,7135109,President,,Gloria LaRiva,PF,3,0,0,3
San Benito,7135317,President,,Gloria LaRiva,PF,0,****,****,0
San Benito,7135318,President,,Gloria LaRiva,PF,1,****,0,1
San Benito,7135423,President,,Gloria LaRiva,PF,2,0,1,1
San Benito,7235320,President,,Gloria LaRiva,PF,1,0,1,0
San Benito,7235321,President,,Gloria LaRiva,PF,1,0,0,1
San Benito,7335315,President,,Gloria LaRiva,PF,3,0,0,3
San Benito,7335316,President,,Gloria LaRiva,PF,3,0,1,2
San Benito,7335319,President,,Gloria LaRiva,PF,0,0,****,0
San Benito,7535136,President,,Gloria LaRiva,PF,5,0,0,5
San Benito,9205001,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,9235255,President,,Gloria LaRiva,PF,0,0,0,0
San Benito,9240001,President,,Gloria LaRiva,PF,2,0,1,1
San Benito,9240004,President,,Gloria LaRiva,PF,0,****,****,0
San Benito,9265000,President,,Gloria LaRiva,PF,2,0,0,2
San Benito,5135101,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,0,0
San Benito,5135103,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,5145001,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,5145004,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,5185003,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5235214,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,****,0
San Benito,5235322,President,,"Roque ""Rocky"" De La Fuente",AIP,3,0,0,3
San Benito,5280002,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5280007,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5335111,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,5335159,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,0,0
San Benito,5335213,President,,"Roque ""Rocky"" De La Fuente",AIP,5,0,0,5
San Benito,5335262,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,5335330,President,,"Roque ""Rocky"" De La Fuente",AIP,2,0,0,2
San Benito,5335348,President,,"Roque ""Rocky"" De La Fuente",AIP,6,0,0,6
San Benito,5395002,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5530011,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5535105,President,,"Roque ""Rocky"" De La Fuente",AIP,5,0,0,5
San Benito,5535154,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,5535212,President,,"Roque ""Rocky"" De La Fuente",AIP,9,0,2,7
San Benito,5535228,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,5585001,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,5585002,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,6135425,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,6220003,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,0,0
San Benito,6235426,President,,"Roque ""Rocky"" De La Fuente",AIP,2,0,0,2
San Benito,6235463,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,6280001,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,6410000,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,6420002,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,6435438,President,,"Roque ""Rocky"" De La Fuente",AIP,10,1,1,8
San Benito,6435458,President,,"Roque ""Rocky"" De La Fuente",AIP,4,0,0,4
San Benito,6458001,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,6475001,President,,"Roque ""Rocky"" De La Fuente",AIP,6,0,0,6
San Benito,6480005,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,7130001,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,7130002,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,7130018,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,****,0
San Benito,7135106,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,7135109,President,,"Roque ""Rocky"" De La Fuente",AIP,5,0,0,5
San Benito,7135317,President,,"Roque ""Rocky"" De La Fuente",AIP,2,****,****,2
San Benito,7135318,President,,"Roque ""Rocky"" De La Fuente",AIP,1,****,0,1
San Benito,7135423,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,1,0
San Benito,7235320,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,7235321,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,7335315,President,,"Roque ""Rocky"" De La Fuente",AIP,2,0,0,2
San Benito,7335316,President,,"Roque ""Rocky"" De La Fuente",AIP,1,0,0,1
San Benito,7335319,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,****,0
San Benito,7535136,President,,"Roque ""Rocky"" De La Fuente",AIP,3,0,2,1
San Benito,9205001,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,9235255,President,,"Roque ""Rocky"" De La Fuente",AIP,0,0,0,0
San Benito,9240001,President,,"Roque ""Rocky"" De La Fuente",AIP,2,0,0,2
San Benito,9240004,President,,"Roque ""Rocky"" De La Fuente",AIP,0,****,****,0
San Benito,9265000,President,,"Roque ""Rocky"" De La Fuente",AIP,6,0,1,5
San Benito,5135101,President,,Howie Hawkins,GRN,0,****,0,0
San Benito,5135103,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,5145001,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,5145004,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,5185003,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,5235214,President,,Howie Hawkins,GRN,0,****,****,0
San Benito,5235322,President,,Howie Hawkins,GRN,4,1,0,3
San Benito,5280002,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,5280007,President,,Howie Hawkins,GRN,2,0,****,2
San Benito,5335111,President,,Howie Hawkins,GRN,2,0,0,2
San Benito,5335159,President,,Howie Hawkins,GRN,0,****,0,0
San Benito,5335213,President,,Howie Hawkins,GRN,7,0,0,7
San Benito,5335262,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,5335330,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,5335348,President,,Howie Hawkins,GRN,3,0,0,3
San Benito,5395002,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,5530011,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,5535105,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,5535154,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,5535212,President,,Howie Hawkins,GRN,3,0,0,3
San Benito,5535228,President,,Howie Hawkins,GRN,2,0,0,2
San Benito,5585001,President,,Howie Hawkins,GRN,2,1,****,1
San Benito,5585002,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,6135425,President,,Howie Hawkins,GRN,2,0,0,2
San Benito,6220003,President,,Howie Hawkins,GRN,0,****,0,0
San Benito,6235426,President,,Howie Hawkins,GRN,4,0,0,4
San Benito,6235463,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,6280001,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,6410000,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,6420002,President,,Howie Hawkins,GRN,4,0,1,3
San Benito,6435438,President,,Howie Hawkins,GRN,6,0,0,6
San Benito,6435458,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,6458001,President,,Howie Hawkins,GRN,4,0,1,3
San Benito,6475001,President,,Howie Hawkins,GRN,6,0,0,6
San Benito,6480005,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,7130001,President,,Howie Hawkins,GRN,5,0,0,5
San Benito,7130002,President,,Howie Hawkins,GRN,3,0,0,3
San Benito,7130018,President,,Howie Hawkins,GRN,0,****,****,0
San Benito,7135106,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,7135109,President,,Howie Hawkins,GRN,5,0,0,5
San Benito,7135317,President,,Howie Hawkins,GRN,0,****,****,0
San Benito,7135318,President,,Howie Hawkins,GRN,0,****,0,0
San Benito,7135423,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,7235320,President,,Howie Hawkins,GRN,4,0,0,4
San Benito,7235321,President,,Howie Hawkins,GRN,1,0,0,1
San Benito,7335315,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,7335316,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,7335319,President,,Howie Hawkins,GRN,0,0,****,0
San Benito,7535136,President,,Howie Hawkins,GRN,5,0,0,5
San Benito,9205001,President,,Howie Hawkins,GRN,2,0,0,2
San Benito,9235255,President,,Howie Hawkins,GRN,0,0,0,0
San Benito,9240001,President,,Howie Hawkins,GRN,3,0,0,3
San Benito,9240004,President,,Howie Hawkins,GRN,0,****,****,0
San Benito,9265000,President,,Howie Hawkins,GRN,7,0,3,4
San Benito,5135101,President,,Jo Jorgensen,LIB,1,****,0,0
San Benito,5135103,President,,Jo Jorgensen,LIB,0,0,0,0
San Benito,5145001,President,,Jo Jorgensen,LIB,5,0,0,5
San Benito,5145004,President,,Jo Jorgensen,LIB,0,0,0,0
San Benito,5185003,President,,Jo Jorgensen,LIB,0,0,****,0
San Benito,5235214,President,,Jo Jorgensen,LIB,7,****,****,6
San Benito,5235322,President,,Jo Jorgensen,LIB,2,0,0,2
San Benito,5280002,President,,Jo Jorgensen,LIB,0,0,****,0
San Benito,5280007,President,,Jo Jorgensen,LIB,2,0,****,2
San Benito,5335111,President,,Jo Jorgensen,LIB,3,0,1,2
San Benito,5335159,President,,Jo Jorgensen,LIB,1,****,0,1
San Benito,5335213,President,,Jo Jorgensen,LIB,16,0,0,16
San Benito,5335262,President,,Jo Jorgensen,LIB,8,1,1,6
San Benito,5335330,President,,Jo Jorgensen,LIB,20,0,1,19
San Benito,5335348,President,,Jo Jorgensen,LIB,6,0,0,6
San Benito,5395002,President,,Jo Jorgensen,LIB,0,0,****,0
San Benito,5530011,President,,Jo Jorgensen,LIB,1,0,****,1
San Benito,5535105,President,,Jo Jorgensen,LIB,10,0,1,9
San Benito,5535154,President,,Jo Jorgensen,LIB,1,0,0,1
San Benito,5535212,President,,Jo Jorgensen,LIB,18,0,4,14
San Benito,5535228,President,,Jo Jorgensen,LIB,2,0,0,2
San Benito,5585001,President,,Jo Jorgensen,LIB,1,0,****,1
San Benito,5585002,President,,Jo Jorgensen,LIB,0,0,0,0
San Benito,6135425,President,,Jo Jorgensen,LIB,12,0,1,11
San Benito,6220003,President,,Jo Jorgensen,LIB,0,****,0,0
San Benito,6235426,President,,Jo Jorgensen,LIB,14,0,0,14
San Benito,6235463,President,,Jo Jorgensen,LIB,0,0,0,0
San Benito,6280001,President,,Jo Jorgensen,LIB,3,0,0,3
San Benito,6410000,President,,Jo Jorgensen,LIB,0,0,****,0
San Benito,6420002,President,,Jo Jorgensen,LIB,13,1,1,11
San Benito,6435438,President,,Jo Jorgensen,LIB,19,0,1,18
San Benito,6435458,President,,Jo Jorgensen,LIB,11,0,0,11
San Benito,6458001,President,,Jo Jorgensen,LIB,5,0,0,5
San Benito,6475001,President,,Jo Jorgensen,LIB,21,0,0,21
San Benito,6480005,President,,Jo Jorgensen,LIB,0,0,****,0
San Benito,7130001,President,,Jo Jorgensen,LIB,18,0,1,17
San Benito,7130002,President,,Jo Jorgensen,LIB,22,1,0,21
San Benito,7130018,President,,Jo Jorgensen,LIB,0,****,****,0
San Benito,7135106,President,,Jo Jorgensen,LIB,5,0,0,5
San Benito,7135109,President,,Jo Jorgensen,LIB,14,0,2,12
San Benito,7135317,President,,Jo Jorgensen,LIB,1,****,****,1
San Benito,7135318,President,,Jo Jorgensen,LIB,4,****,0,4
San Benito,7135423,President,,Jo Jorgensen,LIB,5,0,0,5
San Benito,7235320,President,,Jo Jorgensen,LIB,4,0,1,3
San Benito,7235321,President,,Jo Jorgensen,LIB,4,0,0,4
San Benito,7335315,President,,Jo Jorgensen,LIB,2,0,1,1
San Benito,7335316,President,,Jo Jorgensen,LIB,11,0,0,11
San Benito,7335319,President,,Jo Jorgensen,LIB,1,0,****,1
